Category,IsCompeteHide,Manufacturer,ManufacturerID,Product,ProductID,Segment
Rural,N,Abbas,1,Abbas RP-18,63,Productivity
Rural,N,Abbas,1,Abbas RP-19,64,Productivity
Rural,N,Abbas,1,Abbas RP-20,65,Productivity
Rural,N,Abbas,1,Abbas RP-21,66,Productivity
Rural,N,Abbas,1,Abbas RP-22,67,Productivity
Rural,N,Abbas,1,Abbas RS-01,68,Select
Rural,N,Abbas,1,Abbas RS-02,69,Select
Rural,N,Abbas,1,Abbas RS-03,70,Select
Rural,N,Abbas,1,Abbas RS-04,71,Select
Rural,N,Abbas,1,Abbas RS-05,72,Select
Rural,N,Abbas,1,Abbas RS-06,73,Select
Rural,N,Aliqui,2,Aliqui RP-01,2204,Productivity
Rural,N,Aliqui,2,Aliqui RP-02,2205,Productivity
Rural,N,Aliqui,2,Aliqui RP-03,2206,Productivity
Rural,N,Aliqui,2,Aliqui RP-04,2207,Productivity
Rural,N,Aliqui,2,Aliqui RP-05,2208,Productivity
Rural,N,Aliqui,2,Aliqui RP-06,2209,Productivity
Rural,N,Aliqui,2,Aliqui RP-07,2210,Productivity
Rural,N,Aliqui,2,Aliqui RP-08,2211,Productivity
Rural,N,Aliqui,2,Aliqui RP-09,2212,Productivity
Rural,N,Aliqui,2,Aliqui RP-10,2213,Productivity
Rural,N,Aliqui,2,Aliqui RP-11,2214,Productivity
Rural,N,Aliqui,2,Aliqui RP-12,2215,Productivity
Rural,N,Aliqui,2,Aliqui RP-13,2216,Productivity
Rural,N,Aliqui,2,Aliqui RP-14,2217,Productivity
Rural,N,Aliqui,2,Aliqui RP-15,2218,Productivity
Rural,N,Aliqui,2,Aliqui RP-16,2219,Productivity
Rural,N,Aliqui,2,Aliqui RP-17,2220,Productivity
Rural,N,Aliqui,2,Aliqui RP-18,2221,Productivity
Rural,N,Aliqui,2,Aliqui RP-19,2222,Productivity
Rural,N,Aliqui,2,Aliqui RP-20,2223,Productivity
Rural,N,Aliqui,2,Aliqui RP-21,2224,Productivity
Rural,N,Aliqui,2,Aliqui RP-22,2225,Productivity
Rural,N,Aliqui,2,Aliqui RP-23,2226,Productivity
Rural,N,Aliqui,2,Aliqui RP-24,2227,Productivity
Rural,N,Aliqui,2,Aliqui RP-25,2228,Productivity
Rural,N,Aliqui,2,Aliqui RP-26,2229,Productivity
Rural,N,Aliqui,2,Aliqui RP-27,2230,Productivity
Rural,N,Aliqui,2,Aliqui RP-28,2231,Productivity
Rural,N,Aliqui,2,Aliqui RP-29,2232,Productivity
Rural,N,Aliqui,2,Aliqui RP-30,2233,Productivity
Rural,N,Aliqui,2,Aliqui RP-31,2234,Productivity
Rural,N,Aliqui,2,Aliqui RP-32,2235,Productivity
Rural,N,Aliqui,2,Aliqui RP-33,2236,Productivity
Rural,N,Aliqui,2,Aliqui RP-34,2237,Productivity
Rural,N,Aliqui,2,Aliqui RP-35,2238,Productivity
Rural,N,Aliqui,2,Aliqui RP-36,2239,Productivity
Rural,N,Aliqui,2,Aliqui RP-37,2240,Productivity
Rural,N,Aliqui,2,Aliqui RP-38,2241,Productivity
Rural,N,Aliqui,2,Aliqui RP-39,2242,Productivity
Rural,N,Aliqui,2,Aliqui RP-40,2243,Productivity
Rural,N,Aliqui,2,Aliqui RP-41,2244,Productivity
Rural,N,Aliqui,2,Aliqui RP-42,2245,Productivity
Rural,N,Aliqui,2,Aliqui RP-43,2246,Productivity
Rural,N,Aliqui,2,Aliqui RP-44,2247,Productivity
Rural,N,Aliqui,2,Aliqui RP-45,2248,Productivity
Rural,N,Aliqui,2,Aliqui RP-46,2249,Productivity
Rural,N,Aliqui,2,Aliqui RP-47,2250,Productivity
Rural,N,Aliqui,2,Aliqui RP-48,2251,Productivity
Rural,N,Aliqui,2,Aliqui RP-49,2252,Productivity
Rural,N,Aliqui,2,Aliqui RP-50,2253,Productivity
Rural,N,Aliqui,2,Aliqui RP-51,2254,Productivity
Rural,N,Aliqui,2,Aliqui RP-52,2255,Productivity
Rural,N,Aliqui,2,Aliqui RP-53,2256,Productivity
Rural,N,Aliqui,2,Aliqui RP-54,2257,Productivity
Rural,N,Aliqui,2,Aliqui RP-55,2258,Productivity
Rural,N,Aliqui,2,Aliqui RP-56,2259,Productivity
Rural,N,Aliqui,2,Aliqui RP-57,2260,Productivity
Rural,N,Aliqui,2,Aliqui RP-58,2261,Productivity
Rural,N,Aliqui,2,Aliqui RP-59,2262,Productivity
Rural,N,Aliqui,2,Aliqui RP-60,2263,Productivity
Rural,N,Aliqui,2,Aliqui RP-61,2264,Productivity
Rural,N,Aliqui,2,Aliqui RP-62,2265,Productivity
Rural,N,Aliqui,2,Aliqui RP-63,2266,Productivity
Rural,N,Aliqui,2,Aliqui RP-64,2267,Productivity
Rural,N,Aliqui,2,Aliqui RS-01,2268,Select
Rural,N,Aliqui,2,Aliqui RS-02,2269,Select
Rural,N,Aliqui,2,Aliqui RS-03,2270,Select
Rural,N,Aliqui,2,Aliqui RS-04,2271,Select
Rural,N,Aliqui,2,Aliqui RS-05,2272,Select
Rural,N,Aliqui,2,Aliqui RS-06,2273,Select
Rural,N,Aliqui,2,Aliqui RS-07,2274,Select
Rural,N,Aliqui,2,Aliqui RS-08,2275,Select
Rural,N,Aliqui,2,Aliqui RS-09,2276,Select
Rural,N,Aliqui,2,Aliqui RS-10,2277,Select
Rural,N,Aliqui,2,Aliqui RS-11,2278,Select
Rural,N,Aliqui,2,Aliqui RS-12,2279,Select
Rural,N,Aliqui,2,Aliqui RS-13,2280,Select
Rural,N,Aliqui,2,Aliqui RS-14,2281,Select
Rural,N,Aliqui,2,Aliqui RS-15,2282,Select
Rural,N,Aliqui,2,Aliqui RS-16,2283,Select
Rural,N,Aliqui,2,Aliqui RS-17,2284,Select
Rural,N,Aliqui,2,Aliqui RS-18,2285,Select
Rural,N,Currus,4,Currus RP-01,1926,Productivity
Rural,N,Currus,4,Currus RP-02,1927,Productivity
Rural,N,Currus,4,Currus RP-03,1928,Productivity
Rural,N,Currus,4,Currus RP-04,1929,Productivity
Rural,N,Currus,4,Currus RP-05,1930,Productivity
Rural,N,Currus,4,Currus RP-06,1931,Productivity
Rural,N,Currus,4,Currus RP-07,1932,Productivity
Rural,N,Currus,4,Currus RP-08,1933,Productivity
Rural,N,Currus,4,Currus RP-09,1934,Productivity
Rural,N,Currus,4,Currus RP-10,1935,Productivity
Rural,N,Currus,4,Currus RP-11,1936,Productivity
Rural,N,Currus,4,Currus RP-12,1937,Productivity
Rural,N,Currus,4,Currus RP-13,1938,Productivity
Rural,N,Currus,4,Currus RP-14,1939,Productivity
Rural,N,Currus,4,Currus RP-15,1940,Productivity
Rural,N,Currus,4,Currus RP-16,1941,Productivity
Rural,N,Currus,4,Currus RP-17,1942,Productivity
Rural,N,Currus,4,Currus RP-18,1943,Productivity
Rural,N,Currus,4,Currus RP-19,1944,Productivity
Rural,N,Currus,4,Currus RP-20,1945,Productivity
Rural,N,Currus,4,Currus RP-21,1946,Productivity
Rural,N,Currus,4,Currus RP-22,1947,Productivity
Rural,N,Currus,4,Currus RP-23,1948,Productivity
Rural,N,Currus,4,Currus RP-24,1949,Productivity
Rural,N,Currus,4,Currus RP-25,1950,Productivity
Rural,N,Currus,4,Currus RP-26,1951,Productivity
Rural,N,Currus,4,Currus RP-27,1952,Productivity
Rural,N,Currus,4,Currus RP-28,1953,Productivity
Rural,N,Currus,4,Currus RP-29,1954,Productivity
Rural,N,Currus,4,Currus RP-30,1955,Productivity
Rural,N,Currus,4,Currus RP-31,1956,Productivity
Rural,N,Currus,4,Currus RP-32,1957,Productivity
Rural,N,Currus,4,Currus RP-33,1958,Productivity
Rural,N,Currus,4,Currus RP-34,1959,Productivity
Rural,N,Currus,4,Currus RP-35,1960,Productivity
Rural,N,Currus,4,Currus RP-36,1961,Productivity
Rural,N,Currus,4,Currus RP-37,1962,Productivity
Rural,N,Currus,4,Currus RP-38,1963,Productivity
Rural,N,Currus,4,Currus RP-39,1964,Productivity
Rural,N,Currus,4,Currus RP-40,1965,Productivity
Rural,N,Currus,4,Currus RP-41,1966,Productivity
Rural,N,Currus,4,Currus RP-42,1967,Productivity
Rural,N,Currus,4,Currus RP-43,1968,Productivity
Rural,N,Currus,4,Currus RP-44,1969,Productivity
Rural,N,Currus,4,Currus RP-45,1970,Productivity
Rural,N,Currus,4,Currus RP-46,1971,Productivity
Rural,N,Currus,4,Currus RP-47,1972,Productivity
Rural,N,Currus,4,Currus RP-48,1973,Productivity
Rural,N,Currus,4,Currus RP-49,1974,Productivity
Rural,N,Currus,4,Currus RP-50,1975,Productivity
Rural,N,Currus,4,Currus RP-51,1976,Productivity
Rural,N,Currus,4,Currus RP-52,1977,Productivity
Rural,N,Currus,4,Currus RP-53,1978,Productivity
Rural,N,Currus,4,Currus RP-54,1979,Productivity
Rural,N,Currus,4,Currus RP-55,1980,Productivity
Rural,N,Currus,4,Currus RP-56,1981,Productivity
Rural,N,Currus,4,Currus RS-01,1982,Select
Rural,N,Currus,4,Currus RS-02,1983,Select
Rural,N,Currus,4,Currus RS-03,1984,Select
Rural,N,Currus,4,Currus RS-04,1985,Select
Rural,N,Currus,4,Currus RS-05,1986,Select
Rural,N,Currus,4,Currus RS-06,1987,Select
Rural,N,Currus,4,Currus RS-07,1988,Select
Rural,N,Currus,4,Currus RS-08,1989,Select
Rural,N,Currus,4,Currus RS-09,1990,Select
Rural,N,Currus,4,Currus RS-10,1991,Select
Rural,N,Currus,4,Currus RS-11,1992,Select
Rural,N,Currus,4,Currus RS-12,1993,Select
Rural,N,Fama,5,Fama RP-01,213,Productivity
Rural,N,Fama,5,Fama RP-02,214,Productivity
Rural,N,Fama,5,Fama RP-03,215,Productivity
Rural,N,Fama,5,Fama RP-04,216,Productivity
Rural,N,Fama,5,Fama RP-05,217,Productivity
Rural,N,Fama,5,Fama RP-06,218,Productivity
Rural,N,Fama,5,Fama RP-07,219,Productivity
Rural,N,Fama,5,Fama RP-08,220,Productivity
Rural,N,Fama,5,Fama RP-09,221,Productivity
Rural,N,Fama,5,Fama RP-10,222,Productivity
Rural,N,Natura,8,Natura RP-01,713,Productivity
Rural,N,Natura,8,Natura RP-02,714,Productivity
Rural,N,Natura,8,Natura RP-03,715,Productivity
Rural,N,Natura,8,Natura RP-04,716,Productivity
Rural,N,Natura,8,Natura RP-05,717,Productivity
Rural,N,Natura,8,Natura RP-06,718,Productivity
Rural,N,Natura,8,Natura RP-07,719,Productivity
Rural,N,Natura,8,Natura RP-08,720,Productivity
Rural,N,Natura,8,Natura RP-09,721,Productivity
Rural,N,Natura,8,Natura RP-10,722,Productivity
Rural,N,Natura,8,Natura RP-11,723,Productivity
Rural,N,Natura,8,Natura RP-12,724,Productivity
Rural,N,Natura,8,Natura RP-13,725,Productivity
Rural,N,Natura,8,Natura RP-14,726,Productivity
Rural,N,Natura,8,Natura RP-15,727,Productivity
Rural,N,Natura,8,Natura RP-16,728,Productivity
Rural,N,Natura,8,Natura RP-17,729,Productivity
Rural,N,Natura,8,Natura RP-18,730,Productivity
Rural,N,Natura,8,Natura RP-19,731,Productivity
Rural,N,Natura,8,Natura RP-20,732,Productivity
Rural,N,Natura,8,Natura RP-21,733,Productivity
Rural,N,Natura,8,Natura RP-22,734,Productivity
Rural,N,Natura,8,Natura RP-23,735,Productivity
Rural,N,Natura,8,Natura RP-24,736,Productivity
Rural,N,Natura,8,Natura RP-25,737,Productivity
Rural,N,Natura,8,Natura RP-26,738,Productivity
Rural,N,Natura,8,Natura RP-27,739,Productivity
Rural,N,Natura,8,Natura RP-28,740,Productivity
Rural,N,Natura,8,Natura RP-29,741,Productivity
Rural,N,Natura,8,Natura RP-30,742,Productivity
Rural,N,Natura,8,Natura RP-31,743,Productivity
Rural,N,Natura,8,Natura RP-32,744,Productivity
Rural,N,Natura,8,Natura RP-33,745,Productivity
Rural,N,Natura,8,Natura RP-34,746,Productivity
Rural,N,Natura,8,Natura RP-35,747,Productivity
Rural,N,Natura,8,Natura RP-36,748,Productivity
Rural,N,Natura,8,Natura RP-37,749,Productivity
Rural,N,Natura,8,Natura RP-38,750,Productivity
Rural,N,Natura,8,Natura RP-39,751,Productivity
Rural,N,Natura,8,Natura RP-40,752,Productivity
Rural,N,Natura,8,Natura RP-41,753,Productivity
Rural,N,Natura,8,Natura RP-42,754,Productivity
Rural,N,Natura,8,Natura RP-43,755,Productivity
Rural,N,Natura,8,Natura RP-44,756,Productivity
Rural,N,Natura,8,Natura RP-45,757,Productivity
Rural,N,Natura,8,Natura RP-46,758,Productivity
Rural,N,Natura,8,Natura RP-47,759,Productivity
Rural,N,Natura,8,Natura RP-48,760,Productivity
Rural,N,Natura,8,Natura RP-49,761,Productivity
Rural,N,Natura,8,Natura RP-50,762,Productivity
Rural,N,Natura,8,Natura RP-51,763,Productivity
Rural,N,Natura,8,Natura RP-52,764,Productivity
Rural,N,Natura,8,Natura RP-53,765,Productivity
Rural,N,Natura,8,Natura RP-54,766,Productivity
Rural,N,Natura,8,Natura RP-55,767,Productivity
Rural,N,Natura,8,Natura RP-56,768,Productivity
Rural,N,Natura,8,Natura RP-57,769,Productivity
Rural,N,Natura,8,Natura RP-58,770,Productivity
Rural,N,Natura,8,Natura RP-59,771,Productivity
Rural,N,Natura,8,Natura RP-60,772,Productivity
Rural,N,Natura,8,Natura RP-61,773,Productivity
Rural,N,Natura,8,Natura RP-62,774,Productivity
Rural,N,Natura,8,Natura RP-63,775,Productivity
Rural,N,Natura,8,Natura RP-64,776,Productivity
Rural,N,Natura,8,Natura RP-65,777,Productivity
Rural,N,Natura,8,Natura RP-66,778,Productivity
Rural,N,Natura,8,Natura RP-67,779,Productivity
Rural,N,Natura,8,Natura RP-68,780,Productivity
Rural,N,Natura,8,Natura RP-69,781,Productivity
Rural,N,Natura,8,Natura RP-70,782,Productivity
Rural,N,Natura,8,Natura RP-71,783,Productivity
Rural,N,Natura,8,Natura RP-72,784,Productivity
Rural,N,Natura,8,Natura RP-73,785,Productivity
Rural,N,Natura,8,Natura RP-74,786,Productivity
Rural,N,Natura,8,Natura RP-75,787,Productivity
Rural,N,Natura,8,Natura RP-76,788,Productivity
Rural,N,Natura,8,Natura RP-77,789,Productivity
Rural,N,Natura,8,Natura RP-78,790,Productivity
Rural,N,Natura,8,Natura RP-79,791,Productivity
Rural,N,Natura,8,Natura RP-80,792,Productivity
Rural,N,Natura,8,Natura RP-81,793,Productivity
Rural,N,Natura,8,Natura RP-82,794,Productivity
Rural,N,Natura,8,Natura RP-83,795,Productivity
Rural,N,Natura,8,Natura RP-84,796,Productivity
Rural,N,Natura,8,Natura RS-01,797,Select
Rural,N,Natura,8,Natura RS-02,798,Select
Rural,N,Natura,8,Natura RS-03,799,Select
Rural,N,Natura,8,Natura RS-04,800,Select
Rural,N,Natura,8,Natura RS-05,801,Select
Rural,N,Natura,8,Natura RS-06,802,Select
Rural,N,Natura,8,Natura RS-07,803,Select
Rural,N,Natura,8,Natura RS-08,804,Select
Rural,N,Natura,8,Natura RS-09,805,Select
Rural,N,Natura,8,Natura RS-10,806,Select
Rural,N,Natura,8,Natura RS-11,807,Select
Rural,N,Natura,8,Natura RS-12,808,Select
Rural,N,Natura,8,Natura RS-13,809,Select
Rural,N,Natura,8,Natura RS-14,810,Select
