Date,ProductID,Revenue,Units,Zip
1999-07-15 00:00:00,396,$10284.75,1,97301
1999-07-15 00:00:00,396,$10284.75,1,98002
1999-07-15 00:00:00,396,$10284.75,1,98034
1999-07-15 00:00:00,396,$10284.75,1,98177
1999-07-15 00:00:00,396,$10284.75,1,98223
1999-07-15 00:00:00,396,$10284.75,1,98277
1999-07-15 00:00:00,396,$10284.75,1,98284
1999-07-15 00:00:00,396,$10284.75,1,98335
1999-07-15 00:00:00,396,$10284.75,1,98801
1999-07-15 00:00:00,396,$10284.75,1,99802
1999-07-15 00:00:00,400,$8205.75,1,02886
1999-07-15 00:00:00,400,$8205.75,1,23606
1999-07-15 00:00:00,400,$8205.75,1,32043
1999-07-15 00:00:00,400,$8205.75,1,44256
1999-07-15 00:00:00,400,$8205.75,1,44685
1999-07-15 00:00:00,400,$8205.75,1,46012
1999-07-15 00:00:00,400,$8205.75,1,48180
1999-07-15 00:00:00,400,$8205.75,1,52730
1999-07-15 00:00:00,400,$8205.75,1,55304
1999-07-15 00:00:00,400,$16411.50,2,76088
1999-07-15 00:00:00,400,$8205.75,1,77025
1999-07-15 00:00:00,400,$8205.75,1,78217
1999-07-15 00:00:00,400,$8205.75,1,79925
1999-07-15 00:00:00,400,$8205.75,1,85050
1999-07-15 00:00:00,400,$8205.75,1,89706
1999-07-15 00:00:00,400,$8372.70,1,94546
1999-07-15 00:00:00,400,$8372.70,1,97236
1999-07-15 00:00:00,415,$5950.35,1,77301
1999-07-15 00:00:00,426,$9541.35,1,27504
1999-07-15 00:00:00,426,$9695.70,1,94549
1999-07-15 00:00:00,433,$9651.60,1,11763
1999-07-15 00:00:00,433,$9651.60,1,14020
1999-07-15 00:00:00,433,$9651.60,1,29715
1999-07-15 00:00:00,433,$9651.60,1,40031
1999-07-15 00:00:00,433,$9651.60,1,45806
1999-07-15 00:00:00,433,$9651.60,1,57332
1999-07-15 00:00:00,433,$9651.60,1,60103
1999-07-15 00:00:00,433,$9651.60,1,61111
1999-07-15 00:00:00,433,$9651.60,1,74126
1999-07-15 00:00:00,433,$9651.60,1,80644
1999-07-15 00:00:00,433,$19303.20,2,90501
1999-07-15 00:00:00,443,$9490.95,1,01033
1999-07-15 00:00:00,443,$9490.95,1,01541
1999-07-15 00:00:00,443,$9490.95,1,11713
1999-07-15 00:00:00,443,$9490.95,1,20833
1999-07-15 00:00:00,443,$9490.95,1,21043
1999-07-15 00:00:00,443,$9490.95,1,27501
1999-07-15 00:00:00,443,$9490.95,1,28112
1999-07-15 00:00:00,443,$18981.90,2,32117
1999-07-15 00:00:00,443,$9490.95,1,32754
1999-07-15 00:00:00,443,$9490.95,1,33328
1999-07-15 00:00:00,443,$9490.95,1,39073
1999-07-15 00:00:00,443,$9490.95,1,41472
1999-07-15 00:00:00,443,$9490.95,1,43323
1999-07-15 00:00:00,443,$9490.95,1,43504
1999-07-15 00:00:00,443,$9490.95,1,47201
1999-07-15 00:00:00,443,$9490.95,1,48173
1999-07-15 00:00:00,443,$9490.95,1,48183
1999-07-15 00:00:00,443,$9490.95,1,48186
1999-07-15 00:00:00,443,$9490.95,1,48725
1999-07-15 00:00:00,443,$18981.90,2,53142
1999-07-15 00:00:00,443,$9490.95,1,53219
1999-07-15 00:00:00,443,$9490.95,1,55373
1999-07-15 00:00:00,443,$9490.95,1,65026
1999-07-15 00:00:00,443,$9490.95,1,67732
1999-07-15 00:00:00,443,$9490.95,1,68025
1999-07-15 00:00:00,443,$9490.95,1,75090
1999-07-15 00:00:00,443,$9490.95,1,77380
1999-07-15 00:00:00,443,$9490.95,1,80211
1999-07-15 00:00:00,443,$9490.95,1,80439
1999-07-15 00:00:00,443,$9490.95,1,80909
1999-07-15 00:00:00,443,$9490.95,1,89103
1999-07-15 00:00:00,443,$9490.95,1,89120
1999-07-15 00:00:00,443,$9657.90,1,90250
1999-07-15 00:00:00,443,$9657.90,1,91016
1999-07-15 00:00:00,443,$9657.90,1,92054
1999-07-15 00:00:00,443,$9657.90,1,93110
1999-07-15 00:00:00,443,$9657.90,1,94706
1999-07-15 00:00:00,443,$9657.90,1,95075
1999-07-15 00:00:00,475,$11642.40,1,07644
1999-07-15 00:00:00,475,$11642.40,1,07712
1999-07-15 00:00:00,475,$11642.40,1,11218
1999-07-15 00:00:00,475,$11642.40,1,16229
1999-07-15 00:00:00,475,$11642.40,1,20115
1999-07-15 00:00:00,475,$11642.40,1,21638
1999-07-15 00:00:00,475,$11642.40,1,28117
1999-07-15 00:00:00,475,$23284.80,2,30047
1999-07-15 00:00:00,475,$11642.40,1,30075
1999-07-15 00:00:00,475,$11642.40,1,32922
1999-07-15 00:00:00,475,$11642.40,1,33016
1999-07-15 00:00:00,475,$11642.40,1,33143
1999-07-15 00:00:00,475,$11642.40,1,33321
1999-07-15 00:00:00,475,$11642.40,1,33813
1999-07-15 00:00:00,475,$11182.50,1,34478
1999-07-15 00:00:00,475,$11642.40,1,36305
1999-07-15 00:00:00,475,$11642.40,1,40121
1999-07-15 00:00:00,475,$11642.40,1,43068
1999-07-15 00:00:00,475,$11642.40,1,45893
1999-07-15 00:00:00,475,$11642.40,1,48390
1999-07-15 00:00:00,475,$11642.40,1,53185
1999-07-15 00:00:00,475,$11642.40,1,53210
1999-07-15 00:00:00,475,$11642.40,1,57104
1999-07-15 00:00:00,475,$11642.40,1,60085
1999-07-15 00:00:00,475,$11642.40,1,60441
1999-07-15 00:00:00,475,$11642.40,1,60477
1999-07-15 00:00:00,475,$11642.40,1,60656
1999-07-15 00:00:00,475,$11642.40,1,67801
1999-07-15 00:00:00,475,$11642.40,1,75043
1999-07-15 00:00:00,475,$11642.40,1,75225
1999-07-15 00:00:00,475,$11642.40,1,77379
1999-07-15 00:00:00,475,$11642.40,1,77568
1999-07-15 00:00:00,475,$11642.40,1,79721
1999-07-15 00:00:00,475,$11642.40,1,85213
1999-07-15 00:00:00,475,$11705.40,1,92083
1999-07-15 00:00:00,475,$11642.40,1,98233
1999-07-15 00:00:00,485,$9686.25,1,62234
1999-07-15 00:00:00,488,$11642.40,1,16061
1999-07-15 00:00:00,488,$11642.40,1,43123
1999-07-15 00:00:00,488,$11642.40,1,46237
1999-07-15 00:00:00,488,$11642.40,1,46902
1999-07-15 00:00:00,488,$11642.40,1,48071
1999-07-15 00:00:00,488,$11642.40,1,50317
1999-07-15 00:00:00,491,$9783.90,1,01075
1999-07-15 00:00:00,491,$9783.90,1,02664
1999-07-15 00:00:00,491,$9783.90,1,02889
1999-07-15 00:00:00,491,$9783.90,1,08059
1999-07-15 00:00:00,491,$9783.90,1,08071
1999-07-15 00:00:00,491,$9783.90,1,11720
1999-07-15 00:00:00,491,$9783.90,1,11783
1999-07-15 00:00:00,491,$9783.90,1,16143
1999-07-15 00:00:00,491,$9783.90,1,19382
1999-07-15 00:00:00,491,$9783.90,1,21702
1999-07-15 00:00:00,491,$19567.80,2,22192
1999-07-15 00:00:00,491,$9783.90,1,24112
1999-07-15 00:00:00,491,$9783.90,1,26508
1999-07-15 00:00:00,491,$19567.80,2,29550
1999-07-15 00:00:00,491,$9783.90,1,30281
1999-07-15 00:00:00,491,$9783.90,1,30809
1999-07-15 00:00:00,491,$9783.90,1,32114
1999-07-15 00:00:00,491,$9783.90,1,32224
1999-07-15 00:00:00,491,$9783.90,1,32712
1999-07-15 00:00:00,491,$9783.90,1,32801
1999-07-15 00:00:00,491,$9783.90,1,32804
1999-07-15 00:00:00,491,$9783.90,1,33324
1999-07-15 00:00:00,491,$9783.90,1,33629
1999-07-15 00:00:00,491,$9783.90,1,35405
1999-07-15 00:00:00,491,$9783.90,1,37037
1999-07-15 00:00:00,491,$9783.90,1,39073
1999-07-15 00:00:00,491,$9783.90,1,44017
1999-07-15 00:00:00,491,$9783.90,1,44057
1999-07-15 00:00:00,491,$9783.90,1,44875
1999-07-15 00:00:00,491,$9783.90,1,45011
1999-07-15 00:00:00,491,$9783.90,1,48442
1999-07-15 00:00:00,491,$9783.90,1,48601
1999-07-15 00:00:00,491,$9783.90,1,49065
1999-07-15 00:00:00,491,$9783.90,1,53151
1999-07-15 00:00:00,491,$9783.90,1,53177
1999-07-15 00:00:00,491,$9783.90,1,55407
1999-07-15 00:00:00,491,$9783.90,1,55749
1999-07-15 00:00:00,491,$9783.90,1,61103
1999-07-15 00:00:00,491,$9783.90,1,61571
1999-07-15 00:00:00,491,$9783.90,1,64501
1999-07-15 00:00:00,491,$9783.90,1,72390
1999-07-15 00:00:00,491,$9783.90,1,72936
1999-07-15 00:00:00,491,$9783.90,1,73044
1999-07-15 00:00:00,491,$9783.90,1,76020
1999-07-15 00:00:00,491,$9783.90,1,76092
1999-07-15 00:00:00,491,$9783.90,1,77345
1999-07-15 00:00:00,491,$9783.90,1,78259
1999-07-15 00:00:00,491,$9783.90,1,80920
1999-07-15 00:00:00,491,$9783.90,1,81226
1999-07-15 00:00:00,491,$9783.90,1,84404
1999-07-15 00:00:00,491,$9783.90,1,85022
1999-07-15 00:00:00,491,$9783.90,1,85202
1999-07-15 00:00:00,491,$9783.90,1,85345
1999-07-15 00:00:00,491,$9783.90,1,85382
1999-07-15 00:00:00,495,$6731.55,1,32234
1999-07-15 00:00:00,495,$13463.10,2,33024
1999-07-15 00:00:00,495,$6731.55,1,50219
1999-07-15 00:00:00,495,$6731.55,1,78213
1999-07-15 00:00:00,499,$10155.60,1,08872
1999-07-15 00:00:00,499,$10155.60,1,16848
1999-07-15 00:00:00,499,$10155.60,1,32137
1999-07-15 00:00:00,499,$10155.60,1,33175
1999-07-15 00:00:00,499,$9938.25,1,33920
1999-07-15 00:00:00,499,$10155.60,1,34264
1999-07-15 00:00:00,499,$10155.60,1,43011
1999-07-15 00:00:00,499,$10155.60,1,48093
1999-07-15 00:00:00,499,$10155.60,1,50401
1999-07-15 00:00:00,499,$10155.60,1,53073
1999-07-15 00:00:00,499,$10155.60,1,54501
1999-07-15 00:00:00,499,$10155.60,1,57732
1999-07-15 00:00:00,499,$10155.60,1,60083
1999-07-15 00:00:00,499,$10155.60,1,60477
1999-07-15 00:00:00,499,$10155.60,1,77061
1999-07-15 00:00:00,510,$10045.35,1,17073
1999-07-15 00:00:00,510,$10045.35,1,49325
1999-07-15 00:00:00,510,$10108.35,1,92168
1999-07-15 00:00:00,510,$10108.35,1,97439
1999-07-15 00:00:00,513,$5918.85,1,20878
1999-07-15 00:00:00,513,$5417.37,1,55112
1999-07-15 00:00:00,521,$6677.37,1,33990
1999-07-15 00:00:00,530,$7433.37,1,49509
1999-07-15 00:00:00,530,$7622.37,1,98112
1999-07-15 00:00:00,532,$6299.37,1,21122
1999-07-15 00:00:00,532,$6677.37,1,34660
1999-07-15 00:00:00,532,$6677.37,1,37663
1999-07-15 00:00:00,532,$6677.37,1,54025
1999-07-15 00:00:00,532,$6677.37,1,80005
1999-07-15 00:00:00,532,$6740.37,1,95369
1999-07-15 00:00:00,550,$4847.85,1,01085
1999-07-15 00:00:00,550,$4847.85,1,11790
1999-07-15 00:00:00,550,$4847.85,1,17072
1999-07-15 00:00:00,550,$4847.85,1,19453
1999-07-15 00:00:00,550,$4847.85,1,20851
1999-07-15 00:00:00,550,$4847.85,1,21122
1999-07-15 00:00:00,550,$4847.85,1,27522
1999-07-15 00:00:00,550,$4847.85,1,32425
1999-07-15 00:00:00,550,$4794.30,1,33811
1999-07-15 00:00:00,550,$4847.85,1,36117
1999-07-15 00:00:00,550,$4847.85,1,43430
1999-07-15 00:00:00,550,$4847.85,1,44060
1999-07-15 00:00:00,550,$4847.85,1,48082
1999-07-15 00:00:00,550,$4847.85,1,49002
1999-07-15 00:00:00,550,$4847.85,1,53916
1999-07-15 00:00:00,550,$4847.85,1,55804
1999-07-15 00:00:00,550,$4847.85,1,60177
1999-07-15 00:00:00,550,$4847.85,1,79608
1999-07-15 00:00:00,550,$4847.85,1,84108
1999-07-15 00:00:00,550,$4847.85,1,98661
1999-07-15 00:00:00,559,$7027.65,1,22191
1999-07-15 00:00:00,559,$7027.65,1,24019
1999-07-15 00:00:00,559,$7027.65,1,29070
1999-07-15 00:00:00,559,$7027.65,1,30705
1999-07-15 00:00:00,559,$7027.65,1,31061
1999-07-15 00:00:00,559,$7027.65,1,38320
1999-07-15 00:00:00,559,$7027.65,1,42743
1999-07-15 00:00:00,559,$7027.65,1,43232
1999-07-15 00:00:00,559,$7027.65,1,44483
1999-07-15 00:00:00,559,$7027.65,1,49623
1999-07-15 00:00:00,559,$7027.65,1,59804
1999-07-15 00:00:00,559,$7027.65,1,61832
1999-07-15 00:00:00,559,$7027.65,1,63366
1999-07-15 00:00:00,559,$7027.65,1,77840
1999-07-15 00:00:00,559,$7027.65,1,87505
1999-07-15 00:00:00,559,$7207.20,1,90247
1999-07-15 00:00:00,559,$7207.20,1,91902
1999-07-15 00:00:00,559,$7207.20,1,94116
1999-07-15 00:00:00,559,$7207.20,1,95356
1999-07-15 00:00:00,559,$14055.30,2,99216
1999-07-15 00:00:00,571,$5887.35,1,15530
1999-07-15 00:00:00,573,$3367.35,1,05701
1999-07-15 00:00:00,573,$3367.35,1,06071
1999-07-15 00:00:00,573,$3367.35,1,06520
1999-07-15 00:00:00,573,$3367.35,1,24343
1999-07-15 00:00:00,573,$3367.35,1,27705
1999-07-15 00:00:00,573,$3367.35,1,30052
1999-07-15 00:00:00,573,$3367.35,1,30281
1999-07-15 00:00:00,573,$3367.35,1,33101
1999-07-15 00:00:00,573,$3367.35,1,36109
1999-07-15 00:00:00,573,$3367.35,1,37066
1999-07-15 00:00:00,573,$3367.35,1,48442
1999-07-15 00:00:00,573,$3367.35,1,49418
1999-07-15 00:00:00,573,$3367.35,1,60473
1999-07-15 00:00:00,573,$3367.35,1,70005
1999-07-15 00:00:00,573,$3367.35,1,76208
1999-07-15 00:00:00,573,$3367.35,1,89110
1999-07-15 00:00:00,573,$3442.95,1,91730
1999-07-15 00:00:00,573,$3442.95,1,91945
1999-07-15 00:00:00,573,$3442.95,1,94560
1999-07-15 00:00:00,573,$3442.95,1,95603
1999-07-15 00:00:00,573,$3367.35,1,98272
1999-07-15 00:00:00,574,$19933.20,2,85303
1999-07-15 00:00:00,574,$9966.60,1,91791
1999-07-15 00:00:00,574,$9966.60,1,92374
1999-07-15 00:00:00,574,$9966.60,1,92705
1999-07-15 00:00:00,574,$9966.60,1,94577
1999-07-15 00:00:00,574,$19933.20,2,95138
1999-07-15 00:00:00,580,$8816.85,1,13617
1999-07-15 00:00:00,580,$8816.85,1,14423
1999-07-15 00:00:00,580,$8816.85,1,18966
1999-07-15 00:00:00,580,$8816.85,1,48174
1999-07-15 00:00:00,580,$8816.85,1,52776
1999-07-15 00:00:00,580,$8816.85,1,57532
1999-07-15 00:00:00,580,$8816.85,1,75040
1999-07-15 00:00:00,580,$8816.85,1,77535
1999-07-15 00:00:00,580,$8816.85,1,79707
1999-07-15 00:00:00,580,$8816.85,1,80601
1999-07-15 00:00:00,580,$8816.85,1,82601
1999-07-15 00:00:00,580,$8999.55,1,93727
1999-07-15 00:00:00,596,$8958.60,1,06405
1999-07-15 00:00:00,596,$8958.60,1,07470
1999-07-15 00:00:00,596,$8958.60,1,07643
1999-07-15 00:00:00,596,$8958.60,1,10541
1999-07-15 00:00:00,596,$8958.60,1,17360
1999-07-15 00:00:00,596,$8958.60,1,28379
1999-07-15 00:00:00,596,$8958.60,1,33566
1999-07-15 00:00:00,596,$8958.60,1,43558
1999-07-15 00:00:00,596,$8958.60,1,46221
1999-07-15 00:00:00,596,$8958.60,1,48457
1999-07-15 00:00:00,596,$8958.60,1,50216
1999-07-15 00:00:00,596,$8958.60,1,55409
1999-07-15 00:00:00,596,$8958.60,1,57709
1999-07-15 00:00:00,596,$8410.50,1,58554
1999-07-15 00:00:00,596,$8958.60,1,70043
1999-07-15 00:00:00,596,$9138.15,1,76182
1999-07-15 00:00:00,596,$9138.15,1,83301
1999-07-15 00:00:00,596,$9138.15,1,90027
1999-07-15 00:00:00,596,$9138.15,1,95602
1999-07-15 00:00:00,599,$9043.65,1,06437
1999-07-15 00:00:00,599,$9043.65,1,06790
1999-07-15 00:00:00,599,$9043.65,1,06854
1999-07-15 00:00:00,599,$9043.65,1,11030
1999-07-15 00:00:00,599,$9043.65,1,17316
1999-07-15 00:00:00,599,$9043.65,1,17922
1999-07-15 00:00:00,599,$9043.65,1,18049
1999-07-15 00:00:00,599,$9043.65,1,19007
1999-07-15 00:00:00,599,$9043.65,1,19464
1999-07-15 00:00:00,599,$18087.30,2,19512
1999-07-15 00:00:00,599,$9043.65,1,29072
1999-07-15 00:00:00,599,$9043.65,1,29920
1999-07-15 00:00:00,599,$9043.65,1,31088
1999-07-15 00:00:00,599,$9043.65,1,33594
1999-07-15 00:00:00,599,$9043.65,1,34428
1999-07-15 00:00:00,599,$9043.65,1,43316
1999-07-15 00:00:00,599,$9043.65,1,44092
1999-07-15 00:00:00,599,$9043.65,1,45371
1999-07-15 00:00:00,599,$9043.65,1,57543
1999-07-15 00:00:00,599,$9043.65,1,63348
1999-07-15 00:00:00,599,$9043.65,1,64501
1999-07-15 00:00:00,599,$9043.65,1,77018
1999-07-15 00:00:00,599,$9043.65,1,77568
1999-07-15 00:00:00,599,$9043.65,1,80030
1999-07-15 00:00:00,599,$9043.65,1,85710
1999-07-15 00:00:00,599,$9043.65,1,87111
1999-07-15 00:00:00,599,$9043.65,1,89030
1999-07-15 00:00:00,599,$9043.65,1,90640
1999-07-15 00:00:00,599,$9043.65,1,97213
1999-07-15 00:00:00,604,$5540.85,1,12180
1999-07-15 00:00:00,604,$5540.85,1,13323
1999-07-15 00:00:00,604,$5540.85,1,17820
1999-07-15 00:00:00,604,$5540.85,1,21048
1999-07-15 00:00:00,604,$5540.85,1,22046
1999-07-15 00:00:00,604,$5540.85,1,24501
1999-07-15 00:00:00,604,$5540.85,1,29532
1999-07-15 00:00:00,604,$5540.85,1,29902
1999-07-15 00:00:00,604,$5540.85,1,30044
1999-07-15 00:00:00,604,$5540.85,1,34208
1999-07-15 00:00:00,604,$5540.85,1,34235
1999-07-15 00:00:00,604,$5540.85,1,36701
1999-07-15 00:00:00,604,$5430.60,1,37217
1999-07-15 00:00:00,604,$5540.85,1,46975
1999-07-15 00:00:00,604,$5540.85,1,48532
1999-07-15 00:00:00,604,$5540.85,1,48624
1999-07-15 00:00:00,604,$5540.85,1,53151
1999-07-15 00:00:00,604,$5540.85,1,56537
1999-07-15 00:00:00,604,$5540.85,1,59801
1999-07-15 00:00:00,604,$5540.85,1,68502
1999-07-15 00:00:00,604,$5540.85,1,73075
1999-07-15 00:00:00,604,$5540.85,1,74637
1999-07-15 00:00:00,604,$5616.45,1,75077
1999-07-15 00:00:00,604,$5540.85,1,78413
1999-07-15 00:00:00,604,$10807.65,2,81611
1999-07-15 00:00:00,604,$5616.45,1,85260
1999-07-15 00:00:00,604,$5462.10,1,89031
1999-07-15 00:00:00,604,$5616.45,1,91607
1999-07-15 00:00:00,604,$5616.45,1,91911
1999-07-15 00:00:00,604,$5616.45,1,92020
1999-07-15 00:00:00,604,$5616.45,1,92807
1999-07-15 00:00:00,606,$3776.85,1,01588
1999-07-15 00:00:00,606,$3776.85,1,17025
1999-07-15 00:00:00,606,$3776.85,1,21037
1999-07-15 00:00:00,606,$3776.85,1,31217
1999-07-15 00:00:00,606,$3776.85,1,55927
1999-07-15 00:00:00,606,$3776.85,1,57401
1999-07-15 00:00:00,606,$3776.85,1,63080
1999-07-15 00:00:00,606,$3776.85,1,63116
1999-07-15 00:00:00,606,$3776.85,1,77063
1999-07-15 00:00:00,606,$3852.45,1,94063
1999-07-15 00:00:00,606,$3852.45,1,94121
1999-07-15 00:00:00,606,$3852.45,1,97123
1999-07-15 00:00:00,606,$3776.85,1,97701
1999-07-15 00:00:00,609,$9346.05,1,01028
1999-07-15 00:00:00,609,$9346.05,1,02188
1999-07-15 00:00:00,609,$9346.05,1,06512
1999-07-15 00:00:00,609,$9346.05,1,06850
1999-07-15 00:00:00,609,$9346.05,1,07031
1999-07-15 00:00:00,609,$9346.05,1,07442
1999-07-15 00:00:00,609,$9346.05,1,07621
1999-07-15 00:00:00,609,$9346.05,1,07932
1999-07-15 00:00:00,609,$9346.05,1,08085
1999-07-15 00:00:00,609,$9346.05,1,08225
1999-07-15 00:00:00,609,$9346.05,1,08840
1999-07-15 00:00:00,609,$9346.05,1,11218
1999-07-15 00:00:00,609,$9346.05,1,11563
1999-07-15 00:00:00,609,$9346.05,1,12303
1999-07-15 00:00:00,609,$9346.05,1,17331
1999-07-15 00:00:00,609,$9346.05,1,17961
1999-07-15 00:00:00,609,$18692.10,2,18013
1999-07-15 00:00:00,609,$9346.05,1,18017
1999-07-15 00:00:00,609,$9346.05,1,19102
1999-07-15 00:00:00,609,$9346.05,1,19331
1999-07-15 00:00:00,609,$9346.05,1,20007
1999-07-15 00:00:00,609,$9346.05,1,21113
1999-07-15 00:00:00,609,$9346.05,1,21704
1999-07-15 00:00:00,609,$9346.05,1,22031
1999-07-15 00:00:00,609,$9346.05,1,22980
1999-07-15 00:00:00,609,$9346.05,1,23141
1999-07-15 00:00:00,609,$9346.05,1,24012
1999-07-15 00:00:00,609,$9346.05,1,27520
1999-07-15 00:00:00,609,$9346.05,1,28105
1999-07-15 00:00:00,609,$9346.05,1,28269
1999-07-15 00:00:00,609,$9346.05,1,28303
1999-07-15 00:00:00,609,$9346.05,1,30075
1999-07-15 00:00:00,609,$9346.05,1,32118
1999-07-15 00:00:00,609,$9346.05,1,32807
1999-07-15 00:00:00,609,$9346.05,1,32819
1999-07-15 00:00:00,609,$18692.10,2,33040
1999-07-15 00:00:00,609,$8775.90,1,33308
1999-07-15 00:00:00,609,$9346.05,1,34614
1999-07-15 00:00:00,609,$9346.05,1,34760
1999-07-15 00:00:00,609,$9346.05,1,34761
1999-07-15 00:00:00,609,$9346.05,1,36117
1999-07-15 00:00:00,609,$9346.05,1,37029
1999-07-15 00:00:00,609,$9346.05,1,37179
1999-07-15 00:00:00,609,$9346.05,1,44102
1999-07-15 00:00:00,609,$9346.05,1,46385
1999-07-15 00:00:00,609,$9346.05,1,48082
1999-07-15 00:00:00,609,$9346.05,1,51106
1999-07-15 00:00:00,609,$9346.05,1,52556
1999-07-15 00:00:00,609,$9346.05,1,55760
1999-07-15 00:00:00,609,$9346.05,1,56282
1999-07-15 00:00:00,609,$9346.05,1,58072
1999-07-15 00:00:00,609,$9346.05,1,60448
1999-07-15 00:00:00,609,$9346.05,1,62522
1999-07-15 00:00:00,609,$9346.05,1,74020
1999-07-15 00:00:00,609,$28038.15,3,76006
1999-07-15 00:00:00,609,$9346.05,1,77515
1999-07-15 00:00:00,609,$9346.05,1,78363
1999-07-15 00:00:00,609,$9346.05,1,78410
1999-07-15 00:00:00,609,$9346.05,1,78728
