Date,Manufacturer,ManufacturerID,ProductID,Score,State,StateID,zip
2013-07-01 00:00:00,Barba,3,1,12,IL,1,62356
2013-07-01 00:00:00,Barba,3,1,21,IN,1,46001
2013-07-01 00:00:00,Barba,3,3,92,KS,3,66002
2013-07-01 00:00:00,Barba,3,1,19,KY,1,40003
2013-07-01 00:00:00,Barba,3,1,14,LA,1,00116
2013-07-01 00:00:00,Barba,3,3,85,MA,3,00158
2013-07-01 00:00:00,Barba,3,3,224,MD,3,20058
2013-07-01 00:00:00,Barba,3,4,296,MI,4,48001
2013-07-01 00:00:00,Barba,3,2,144,MN,2,00059
2013-07-01 00:00:00,Barba,3,1,88,NC,1,00084
2013-07-01 00:00:00,Barba,3,3,209,ND,3,58001
2013-07-01 00:00:00,Barba,3,1,87,NE,1,68001
2013-07-01 00:00:00,Barba,3,2,141,NH,2,03033
2013-07-01 00:00:00,Barba,3,3,229,NM,3,00064
2013-07-01 00:00:00,Barba,3,1,87,OH,1,43001
2013-07-01 00:00:00,Barba,3,2,157,OK,2,00067
2013-07-01 00:00:00,Barba,3,2,138,OR,2,00068
2013-07-01 00:00:00,Barba,3,1,60,PA,1,15937
2013-07-01 00:00:00,Barba,3,3,255,RI,3,02801
2013-07-01 00:00:00,Barba,3,3,221,SC,3,29001
2013-07-01 00:00:00,Barba,3,1,66,SD,1,57001
2013-07-01 00:00:00,Barba,3,2,120,TN,2,42223
2013-07-01 00:00:00,Barba,3,4,318,TX,4,00188
2013-07-01 00:00:00,Barba,3,2,143,UT,2,00071
2013-07-01 00:00:00,Barba,3,1,62,VT,1,05101
2013-07-01 00:00:00,Barba,3,2,168,WI,2,53001
2013-07-01 00:00:00,Barba,3,2,132,WV,2,24701
2013-07-01 00:00:00,Barba,3,1,88,WY,1,82001
2013-07-01 00:00:00,Currus,4,1,18,AK,1,00001
2013-07-01 00:00:00,Currus,4,2,57,AL,2,35004
2013-07-01 00:00:00,Currus,4,1,45,AR,1,71601
2013-07-01 00:00:00,Currus,4,2,41,AZ,2,00014
2013-07-01 00:00:00,Currus,4,2,66,CA,2,00012
2013-07-01 00:00:00,Currus,4,2,57,CO,2,00027
2013-07-01 00:00:00,Currus,4,1,13,CT,1,06001
2013-07-01 00:00:00,Currus,4,3,90,DC,3,20001
2013-07-01 00:00:00,Currus,4,3,98,DE,3,19701
2013-07-01 00:00:00,Currus,4,2,24,GA,2,39813
2013-07-01 00:00:00,Currus,4,2,64,IA,2,50001
2013-07-01 00:00:00,Currus,4,3,111,ID,3,00056
2013-07-01 00:00:00,Currus,4,1,12,IN,1,46001
2013-07-01 00:00:00,Currus,4,2,60,KS,2,66002
2013-07-01 00:00:00,Currus,4,5,168,LA,5,00116
2013-07-01 00:00:00,Currus,4,1,26,MA,1,00158
2013-07-01 00:00:00,Currus,4,2,130,MD,2,20058
2013-07-01 00:00:00,Currus,4,3,204,MI,3,48001
2013-07-01 00:00:00,Currus,4,2,137,MO,2,63005
2013-07-01 00:00:00,Currus,4,3,210,MS,3,38848
2013-07-01 00:00:00,Currus,4,2,145,MT,2,00063
2013-07-01 00:00:00,Currus,4,2,155,NC,2,00084
2013-07-01 00:00:00,Currus,4,3,218,ND,3,58001
2013-07-01 00:00:00,Currus,4,3,219,NM,3,00064
2013-07-01 00:00:00,Currus,4,1,70,NY,1,00501
2013-07-01 00:00:00,Currus,4,3,245,OH,3,43001
2013-07-01 00:00:00,Currus,4,2,153,OK,2,00067
2013-07-01 00:00:00,Currus,4,1,88,OR,1,00068
2013-07-01 00:00:00,Currus,4,1,62,PA,1,15937
2013-07-01 00:00:00,Currus,4,3,235,RI,3,02801
2013-07-01 00:00:00,Currus,4,1,70,SD,1,57001
2013-07-01 00:00:00,Currus,4,3,228,TN,3,42223
2013-07-01 00:00:00,Currus,4,1,83,TX,1,00188
2013-07-01 00:00:00,Currus,4,2,163,UT,2,00071
2013-07-01 00:00:00,Currus,4,1,64,VA,1,20041
2013-07-01 00:00:00,Currus,4,1,68,VT,1,05101
2013-07-01 00:00:00,Currus,4,2,151,WA,2,00072
2013-07-01 00:00:00,Currus,4,2,151,WI,2,53001
2013-07-01 00:00:00,Currus,4,2,147,WY,2,82001
2013-07-01 00:00:00,Fama,5,3,75,AK,3,00001
2013-07-01 00:00:00,Fama,5,1,30,AL,1,35004
2013-07-01 00:00:00,Fama,5,3,85,AR,3,71601
2013-07-01 00:00:00,Fama,5,1,22,CA,1,00012
2013-07-01 00:00:00,Fama,5,2,80,CO,2,00027
2013-07-01 00:00:00,Fama,5,2,59,DC,2,20001
2013-07-01 00:00:00,Fama,5,3,65,DE,3,19701
2013-07-01 00:00:00,Fama,5,3,73,FL,3,00041
2013-07-01 00:00:00,Fama,5,3,116,GA,3,39813
2013-07-01 00:00:00,Fama,5,1,16,IA,1,50001
2013-07-01 00:00:00,Fama,5,1,15,ID,1,00056
2013-07-01 00:00:00,Fama,5,2,84,IL,2,62356
2013-07-01 00:00:00,Fama,5,2,39,KS,2,66002
2013-07-01 00:00:00,Fama,5,1,15,KY,1,40003
2013-07-01 00:00:00,Fama,5,2,54,LA,2,00116
2013-07-01 00:00:00,Fama,5,3,89,MA,3,00158
2013-07-01 00:00:00,Fama,5,1,84,MD,1,20058
2013-07-01 00:00:00,Fama,5,1,81,MI,1,48001
2013-07-01 00:00:00,Fama,5,1,86,MN,1,00059
2013-07-01 00:00:00,Fama,5,3,232,MO,3,63005
2013-07-01 00:00:00,Fama,5,4,301,MS,4,38848
2013-07-01 00:00:00,Fama,5,2,161,MT,2,00063
2013-07-01 00:00:00,Fama,5,2,145,NC,2,00084
2013-07-01 00:00:00,Fama,5,2,139,ND,2,58001
2013-07-01 00:00:00,Fama,5,1,88,NE,1,68001
2013-07-01 00:00:00,Fama,5,1,80,NH,1,03033
2013-07-01 00:00:00,Fama,5,2,165,NJ,2,07001
2013-07-01 00:00:00,Fama,5,1,60,NM,1,00064
2013-07-01 00:00:00,Fama,5,1,83,NV,1,88901
2013-07-01 00:00:00,Fama,5,4,324,NY,4,00501
2013-07-01 00:00:00,Fama,5,1,64,OH,1,43001
2013-07-01 00:00:00,Fama,5,1,65,OK,1,00067
2013-07-01 00:00:00,Fama,5,5,352,OR,5,00068
2013-07-01 00:00:00,Fama,5,3,211,PA,3,15937
2013-07-01 00:00:00,Fama,5,2,174,RI,2,02801
2013-07-01 00:00:00,Fama,5,3,243,SC,3,29001
2013-07-01 00:00:00,Fama,5,1,70,SD,1,57001
2013-07-01 00:00:00,Fama,5,1,70,TN,1,42223
2013-07-01 00:00:00,Fama,5,1,74,TX,1,00188
2013-07-01 00:00:00,Fama,5,1,84,UT,1,00071
2013-07-01 00:00:00,Fama,5,2,132,VT,2,05101
2013-07-01 00:00:00,Fama,5,1,90,WA,1,00072
2013-07-01 00:00:00,Fama,5,2,142,WV,2,24701
2013-07-01 00:00:00,Leo,6,2,159,AK,2,00001
2013-07-01 00:00:00,Leo,6,4,341,AL,4,35004
2013-07-01 00:00:00,Leo,6,3,242,AR,3,71601
2013-07-01 00:00:00,Leo,6,1,64,AZ,1,00014
2013-07-01 00:00:00,Leo,6,2,139,CA,2,00012
2013-07-01 00:00:00,Leo,6,1,70,CO,1,00027
2013-07-01 00:00:00,Leo,6,1,80,CT,1,06001
2013-07-01 00:00:00,Leo,6,1,62,DC,1,20001
2013-07-01 00:00:00,Leo,6,3,227,FL,3,00041
2013-07-01 00:00:00,Leo,6,3,224,IA,3,50001
2013-07-01 00:00:00,Leo,6,2,144,ID,2,00056
2013-07-01 00:00:00,Leo,6,3,235,IL,3,62356
2013-07-01 00:00:00,Leo,6,1,87,IN,1,46001
2013-07-01 00:00:00,Leo,6,1,83,KS,1,66002
2013-07-01 00:00:00,Leo,6,1,79,LA,1,00116
2013-07-01 00:00:00,Leo,6,3,230,MA,3,00158
2013-07-01 00:00:00,Leo,6,2,161,MD,2,20058
2013-07-01 00:00:00,Leo,6,1,72,MI,1,48001
2013-07-01 00:00:00,Leo,6,2,139,MN,2,00059
2013-07-01 00:00:00,Leo,6,1,84,MS,1,38848
2013-07-01 00:00:00,Leo,6,3,223,MT,3,00063
2013-07-01 00:00:00,Leo,6,2,149,NC,2,00084
2013-07-01 00:00:00,Leo,6,1,84,ND,1,58001
2013-07-01 00:00:00,Leo,6,2,134,NE,2,68001
2013-07-01 00:00:00,Leo,6,2,156,NH,2,03033
2013-07-01 00:00:00,Leo,6,3,248,NJ,3,07001
2013-07-01 00:00:00,Leo,6,2,147,NM,2,00064
2013-07-01 00:00:00,Leo,6,3,225,NV,3,88901
2013-07-01 00:00:00,Leo,6,2,143,OK,2,00067
2013-07-01 00:00:00,Leo,6,2,156,PA,2,15937
2013-07-01 00:00:00,Leo,6,5,421,RI,5,02801
2013-07-01 00:00:00,Leo,6,1,68,SC,1,29001
2013-07-01 00:00:00,Leo,6,2,134,SD,2,57001
2013-07-01 00:00:00,Leo,6,3,227,TN,3,42223
2013-07-01 00:00:00,Leo,6,1,78,UT,1,00071
2013-07-01 00:00:00,Leo,6,1,79,VT,1,05101
2013-07-01 00:00:00,Leo,6,1,89,WA,1,00072
2013-07-01 00:00:00,Leo,6,1,87,WI,1,53001
2013-07-01 00:00:00,Leo,6,3,205,WV,3,24701
2013-07-01 00:00:00,Leo,6,1,86,WY,1,82001
2013-07-01 00:00:00,Maximus,7,1,44,AL,1,35004
2013-07-01 00:00:00,Maximus,7,1,51,AR,1,71601
2013-07-01 00:00:00,Maximus,7,2,114,AZ,2,00014
2013-07-01 00:00:00,Maximus,7,6,292,CA,6,00012
2013-07-01 00:00:00,Maximus,7,1,48,CO,1,00027
2013-07-01 00:00:00,Maximus,7,4,190,CT,4,06001
2013-07-01 00:00:00,Maximus,7,1,57,DC,1,20001
2013-07-01 00:00:00,Maximus,7,1,55,DE,1,19701
2013-07-01 00:00:00,Maximus,7,3,143,FL,3,00041
2013-07-01 00:00:00,Maximus,7,3,159,IA,3,50001
2013-07-01 00:00:00,Maximus,7,3,151,ID,3,00056
2013-07-01 00:00:00,Maximus,7,2,106,IN,2,46001
2013-07-01 00:00:00,Maximus,7,3,156,KS,3,66002
2013-07-01 00:00:00,Maximus,7,1,46,KY,1,40003
2013-07-01 00:00:00,Maximus,7,2,88,LA,2,00116
2013-07-01 00:00:00,Maximus,7,1,42,MA,1,00158
2013-07-01 00:00:00,Maximus,7,2,106,MD,2,20058
2013-07-01 00:00:00,Maximus,7,3,150,MI,3,48001
2013-07-01 00:00:00,Maximus,7,1,50,MN,1,00059
2013-07-01 00:00:00,Maximus,7,2,87,MO,2,63005
2013-07-01 00:00:00,Maximus,7,2,103,MT,2,00063
2013-07-01 00:00:00,Maximus,7,4,204,NC,4,00084
2013-07-01 00:00:00,Maximus,7,3,153,ND,3,58001
2013-07-01 00:00:00,Maximus,7,2,87,NE,2,68001
2013-07-01 00:00:00,Maximus,7,1,42,NH,1,03033
2013-07-01 00:00:00,Maximus,7,2,104,NM,2,00064
2013-07-01 00:00:00,Maximus,7,4,185,NV,4,88901
2013-07-01 00:00:00,Maximus,7,2,103,NY,2,00501
2013-07-01 00:00:00,Maximus,7,1,58,OH,1,43001
2013-07-01 00:00:00,Maximus,7,1,55,OK,1,00067
2013-07-01 00:00:00,Maximus,7,2,86,OR,2,00068
2013-07-01 00:00:00,Maximus,7,2,85,RI,2,02801
2013-07-01 00:00:00,Maximus,7,2,89,SC,2,29001
2013-07-01 00:00:00,Maximus,7,4,178,SD,4,57001
2013-07-01 00:00:00,Maximus,7,1,57,TN,1,42223
2013-07-01 00:00:00,Maximus,7,3,164,TX,3,00188
2013-07-01 00:00:00,Maximus,7,4,171,VA,4,20041
2013-07-01 00:00:00,Maximus,7,1,60,VT,1,05101
2013-07-01 00:00:00,Maximus,7,4,202,WA,4,00072
2013-07-01 00:00:00,Maximus,7,1,60,WI,1,53001
2013-07-01 00:00:00,Maximus,7,2,86,WV,2,24701
2013-07-01 00:00:00,Natura,8,1,90,AL,1,35004
2013-07-01 00:00:00,Natura,8,2,162,AR,2,71601
2013-07-01 00:00:00,Natura,8,1,88,AZ,1,00014
2013-07-01 00:00:00,Natura,8,1,87,CA,1,00012
2013-07-01 00:00:00,Natura,8,2,173,CO,2,00027
2013-07-01 00:00:00,Natura,8,4,288,CT,4,06001
2013-07-01 00:00:00,Natura,8,1,73,DC,1,20001
2013-07-01 00:00:00,Natura,8,2,149,DE,2,19701
2013-07-01 00:00:00,Natura,8,5,395,IA,5,50001
2013-07-01 00:00:00,Natura,8,2,169,ID,2,00056
2013-07-01 00:00:00,Natura,8,1,68,IL,1,62356
2013-07-01 00:00:00,Natura,8,1,67,IN,1,46001
2013-07-01 00:00:00,Natura,8,1,69,KS,1,66002
2013-07-01 00:00:00,Natura,8,4,289,KY,4,40003
2013-07-01 00:00:00,Natura,8,1,67,LA,1,00116
2013-07-01 00:00:00,Natura,8,4,294,MI,4,48001
2013-07-01 00:00:00,Natura,8,1,74,MN,1,00059
2013-07-01 00:00:00,Natura,8,3,206,MO,3,63005
2013-07-01 00:00:00,Natura,8,2,138,MS,2,38848
2013-07-01 00:00:00,Natura,8,3,230,MT,3,00063
2013-07-01 00:00:00,Natura,8,2,168,ND,2,58001
2013-07-01 00:00:00,Natura,8,3,254,NH,3,03033
2013-07-01 00:00:00,Natura,8,2,144,NJ,2,07001
2013-07-01 00:00:00,Natura,8,2,170,NV,2,88901
2013-07-01 00:00:00,Natura,8,1,88,NY,1,00501
2013-07-01 00:00:00,Natura,8,1,89,OH,1,43001
2013-07-01 00:00:00,Natura,8,4,305,OR,4,00068
2013-07-01 00:00:00,Natura,8,3,234,PA,3,15937
2013-07-01 00:00:00,Natura,8,2,135,RI,2,02801
2013-07-01 00:00:00,Natura,8,5,372,SC,5,29001
2013-07-01 00:00:00,Natura,8,1,85,SD,1,57001
2013-07-01 00:00:00,Natura,8,4,313,TN,4,42223
2013-07-01 00:00:00,Natura,8,1,65,UT,1,00071
2013-07-01 00:00:00,Natura,8,1,61,VA,1,20041
2013-07-01 00:00:00,Natura,8,2,163,VT,2,05101
2013-07-01 00:00:00,Natura,8,2,160,WA,2,00072
2013-07-01 00:00:00,Natura,8,1,67,WV,1,24701
2013-07-01 00:00:00,Natura,8,5,389,WY,5,82001
2013-07-01 00:00:00,Palma,9,1,67,AL,1,35004
2013-07-01 00:00:00,Palma,9,3,211,AZ,3,00014
2013-07-01 00:00:00,Palma,9,1,69,CA,1,00012
2013-07-01 00:00:00,Palma,9,2,135,CO,2,00027
2013-07-01 00:00:00,Palma,9,2,144,CT,2,06001
2013-07-01 00:00:00,Palma,9,3,200,DC,3,20001
2013-07-01 00:00:00,Palma,9,2,148,DE,2,19701
2013-07-01 00:00:00,Palma,9,2,164,FL,2,00041
2013-07-01 00:00:00,Palma,9,1,70,IA,1,50001
2013-07-01 00:00:00,Palma,9,2,161,ID,2,00056
2013-07-01 00:00:00,Palma,9,3,231,IN,3,46001
2013-07-01 00:00:00,Palma,9,1,62,KS,1,66002
2013-07-01 00:00:00,Palma,9,1,63,KY,1,40003
2013-07-01 00:00:00,Palma,9,2,153,LA,2,00116
2013-07-01 00:00:00,Palma,9,4,305,MA,4,00158
2013-07-01 00:00:00,Palma,9,3,220,MD,3,20058
2013-07-01 00:00:00,Palma,9,2,161,MO,2,63005
2013-07-01 00:00:00,Palma,9,2,131,MS,2,38848
2013-07-01 00:00:00,Palma,9,1,80,MT,1,00063
2013-07-01 00:00:00,Palma,9,1,71,ND,1,58001
2013-07-01 00:00:00,Palma,9,5,359,NE,5,68001
2013-07-01 00:00:00,Palma,9,2,130,NH,2,03033
2013-07-01 00:00:00,Palma,9,1,64,NM,1,00064
2013-07-01 00:00:00,Palma,9,1,87,NV,1,88901
2013-07-01 00:00:00,Palma,9,2,141,NY,2,00501
2013-07-01 00:00:00,Palma,9,1,61,OH,1,43001
2013-07-01 00:00:00,Palma,9,3,234,OK,3,00067
2013-07-01 00:00:00,Palma,9,2,171,OR,2,00068
2013-07-01 00:00:00,Palma,9,2,155,PA,2,15937
2013-07-01 00:00:00,Palma,9,1,83,SC,1,29001
2013-07-01 00:00:00,Palma,9,3,194,SD,3,57001
2013-07-01 00:00:00,Palma,9,3,231,TN,3,42223
2013-07-01 00:00:00,Palma,9,2,163,TX,2,00188
2013-07-01 00:00:00,Palma,9,2,165,UT,2,00071
2013-07-01 00:00:00,Palma,9,3,226,WI,3,53001
2013-07-01 00:00:00,Palma,9,2,175,WV,2,24701
2013-07-01 00:00:00,Palma,9,1,64,WY,1,82001
2013-07-01 00:00:00,Pirum,10,1,81,AK,1,00001
2013-07-01 00:00:00,Pirum,10,2,169,AL,2,35004
2013-07-01 00:00:00,Pirum,10,2,166,AR,2,71601
2013-07-01 00:00:00,Pirum,10,1,83,AZ,1,00014
2013-07-01 00:00:00,Pirum,10,2,135,CA,2,00012
2013-07-01 00:00:00,Pirum,10,3,198,CO,3,00027
2013-07-01 00:00:00,Pirum,10,3,239,CT,3,06001
2013-07-01 00:00:00,Pirum,10,2,150,DC,2,20001
2013-07-01 00:00:00,Pirum,10,2,165,GA,2,39813
2013-07-01 00:00:00,Pirum,10,2,159,IA,2,50001
2013-07-01 00:00:00,Pirum,10,1,69,ID,1,00056
2013-07-01 00:00:00,Pirum,10,3,235,IL,3,62356
2013-07-01 00:00:00,Pirum,10,3,218,KY,3,40003
2013-07-01 00:00:00,Pirum,10,5,402,MD,5,20058
2013-07-01 00:00:00,Pirum,10,4,299,MI,4,48001
2013-07-01 00:00:00,Pirum,10,1,61,MN,1,00059
2013-07-01 00:00:00,Pirum,10,1,79,MO,1,63005
2013-07-01 00:00:00,Pirum,10,1,90,MS,1,38848
2013-07-01 00:00:00,Pirum,10,1,61,MT,1,00063
2013-07-01 00:00:00,Pirum,10,3,233,NC,3,00084
2013-07-01 00:00:00,Pirum,10,2,175,ND,2,58001
2013-07-01 00:00:00,Pirum,10,1,78,NE,1,68001
2013-07-01 00:00:00,Pirum,10,1,88,NH,1,03033
2013-07-01 00:00:00,Pirum,10,1,83,NJ,1,07001
2013-07-01 00:00:00,Pirum,10,5,359,NM,5,00064
2013-07-01 00:00:00,Pirum,10,2,147,NV,2,88901
2013-07-01 00:00:00,Pirum,10,3,256,NY,3,00501
2013-07-01 00:00:00,Pirum,10,3,202,OH,3,43001
2013-07-01 00:00:00,Pirum,10,3,245,OK,3,00067
2013-07-01 00:00:00,Pirum,10,1,75,OR,1,00068
2013-07-01 00:00:00,Pirum,10,1,71,PA,1,15937
2013-07-01 00:00:00,Pirum,10,1,70,RI,1,02801
2013-07-01 00:00:00,Pirum,10,2,152,SC,2,29001
2013-07-01 00:00:00,Pirum,10,1,62,SD,1,57001
2013-07-01 00:00:00,Pirum,10,3,220,TN,3,42223
2013-07-01 00:00:00,Pirum,10,1,73,TX,1,00188
2013-07-01 00:00:00,Pirum,10,4,284,UT,4,00071
2013-07-01 00:00:00,Pirum,10,3,220,VA,3,20041
2013-07-01 00:00:00,Pirum,10,2,167,VT,2,05101
2013-07-01 00:00:00,Pirum,10,1,63,WI,1,53001
2013-07-01 00:00:00,Pirum,10,4,313,WV,4,24701
2013-07-01 00:00:00,Pirum,10,4,306,WY,4,82001
2013-07-01 00:00:00,Pomum,11,6,453,AL,6,35004
2013-07-01 00:00:00,Pomum,11,1,66,AR,1,71601
2013-07-01 00:00:00,Pomum,11,2,148,AZ,2,00014
2013-07-01 00:00:00,Pomum,11,1,83,CA,1,00012
2013-07-01 00:00:00,Pomum,11,4,329,CO,4,00027
2013-07-01 00:00:00,Pomum,11,1,72,DC,1,20001
2013-07-01 00:00:00,Pomum,11,2,139,DE,2,19701
2013-07-01 00:00:00,Pomum,11,2,166,FL,2,00041
2013-07-01 00:00:00,Pomum,11,1,72,IA,1,50001
2013-07-01 00:00:00,Pomum,11,3,234,ID,3,00056
2013-07-01 00:00:00,Pomum,11,1,90,IN,1,46001
2013-07-01 00:00:00,Pomum,11,2,137,KS,2,66002
2013-07-01 00:00:00,Pomum,11,1,72,KY,1,40003
2013-07-01 00:00:00,Pomum,11,2,159,LA,2,00116
2013-07-01 00:00:00,Pomum,11,1,74,MA,1,00158
2013-07-01 00:00:00,Pomum,11,2,130,MN,2,00059
2013-07-01 00:00:00,Pomum,11,1,67,MO,1,63005
2013-07-01 00:00:00,Pomum,11,2,162,MS,2,38848
2013-07-01 00:00:00,Pomum,11,1,62,NC,1,00084
2013-07-01 00:00:00,Pomum,11,1,71,ND,1,58001
2013-07-01 00:00:00,Pomum,11,1,87,NH,1,03033
2013-07-01 00:00:00,Pomum,11,1,78,NM,1,00064
2013-07-01 00:00:00,Pomum,11,2,152,NY,2,00501
2013-07-01 00:00:00,Pomum,11,3,234,OH,3,43001
2013-07-01 00:00:00,Pomum,11,1,62,OK,1,00067
2013-07-01 00:00:00,Pomum,11,4,277,OR,4,00068
2013-07-01 00:00:00,Pomum,11,4,312,PA,4,15937
2013-07-01 00:00:00,Pomum,11,4,292,RI,4,02801
2013-07-01 00:00:00,Pomum,11,1,88,SD,1,57001
2013-07-01 00:00:00,Pomum,11,1,70,UT,1,00071
2013-07-01 00:00:00,Pomum,11,1,89,VA,1,20041
2013-07-01 00:00:00,Pomum,11,1,76,VT,1,05101
2013-07-01 00:00:00,Pomum,11,1,90,WA,1,00072
2013-07-01 00:00:00,Pomum,11,1,68,WV,1,24701
